VDA_id,y,x,NSI_fd_id,NSI_occtype,NSI_bldgtype,NSI_bid,NSI_st_damcat,NSI_sqft,NSI_found_type,NSI_found_ht,NSI_val_struct,NSI_val_cont,NSI_firmzone,NSI_ground_elv_ft_NAVD88,LC_DS_PDA,LC_occupancy_type,LC_damage_details,LC_bldg_image,LC_student_notes,VDA_elevation_status,VDA_breakaway_walls,VDA_number_of_stories,VDA_DS_roof,VDA_DS_walls,VDA_DS_foundation,VDA_DS_attachments,VDA_DS_openings,VDA_DS_overall,VDA_DS_overall_num,VDA_DS_noroof,VDA_confidence_level,VDA_data_source,VDA_assessment_status,VDA_notes,TA_FolioID,TA_SiteAddress,TA_BldgUseTyp,TA_BasemapCla,TA_MaxStories,TA_ActYearBuilt,TA_EffYearBuilt,TA_EstimatedV,TA_ShapeSTArea_Sqft,FEC_Street_Address,FEC_Building_Use,FEC_Flood_Zones,FEC_BFE,FEC_Elevation_Datum,FEC_Building_Status,FEC_TBF,FEC_TNHF,FEC_LHS,FEC_Attached_Garage,FEC_Lowest_Elevation_of_Equipment,FEC_Lowest _Adjacent_Grade,FEC_Highest_Adjacent_Grade,FEC_Lowest_Adjacent_Grade_at_Lowest_Stairs,FEC_Building_Diagram_Number,FEC_FFE,FFE_grnd_elev_m_NAVD88,FFE_grnd_elev_ft_NAVD88,FFE_shoreline_dist_m,FFE_bldg_diagram,FFE_foundation,FFE_elev_status,FFE_elev_desc,FFE_ffe_ft,FFE_nhf_ft,FFE_lhsm_ft,FFE_measurement_type,FFE_confidence,FFE__notes,SurgeElev_Avg_NAVD88_m,SurgeElev_Low_NAVD88_m,SurgeElev_High_NAVD88_m,SurgeWave_Avg_NAVD88_m,SurgeWave_Low_NAVD88_m,SurgeWave_High_NAVD88_m
FMB0035,26.4527,-81.950798,496537684,RES1-1SNB,W,76RWF23X+3MP-2-3-4-4,RES,1881,P,8,140466.4,70233.2,AE,4.093438,destroyed,single family,yes,yes,"1 picture, foundation is all that remains. total loss",yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+Lee County,Full,Building was completely destroyed a total loss,10228093,505 PALERMO CIR,single family residential,Residential,1,1936,1980,94768,2441.007509,,,,,,,,,,,,,,,,,1.64,4.12,271.884957,6,Piles/Columns,elevated,Probably Elevated,6.023571429,,5.354285714,imagery,Low,had to get really creative with measurements. ,4.082492034,3.742492034,4.422492034,4.464370979,4.124370979,4.804370979
FMB0036,26.452807,-81.951159,496537685,RES1-2SNB,W,76RWF23X+4GG-4-3-5-3,RES,3758,C,1.5,235935.255,117967.627,AE,4.545154,minor,single family,no,yes,"1 picture, not very useful, there is a large boat that landed infront of the house",no,no,2,DS0,DS1,DS0,DS0,DS1,DS1,1,DS1,High,Aerial+OSU,Full,"No damage to roof, based on LC picture i am not sure if the boat made contact with the building but in OSU it does not look like any damage",10558864,561 PALERMO CIR,single family residential,Residential,1.5,2014,2014,931743,2939.283765,,,,,,,,,,,,,,,,,1.74,4.11,269.818426,7,Wall,elevated,Likely Elevated,13.53038835,,,imagery,High,tall structure means perspective may be off ,4.084145259,3.744145259,4.424145259,4.469346832,4.129346832,4.809346832
FMB0037,26.455257,-81.952561,496537686,RES1-1SNB,W,76RWF24W+4X4-2-3-2-4,RES,1764,C,1.5,134093.471,67046.7357,AE,3.867606,major,single family,yes,yes,"Front of house, some damage to window shutters shown",yes,yes,1,DS0,DS0,DS0,DS0,DS1,DS1,1,DS1,,Aerial+Lee County,Full,Damage to window shutters,10228145,258 PRIMO DR,single family residential,Residential,1,1961,1990,195158,3135.639458,,,,,,,,,,,,,,,,,1.76,3.52,441.089323,7,Wall,elevated,Probably Elevated,7.08262,,,imagery,High,"might be a diagram 6 on pile, hard to tell with porch in the way",3.947128542,3.607128542,4.287128542,4.159868833,3.819868833,4.499868833
FMB0038,26.452415,-81.946578,496537687,RES1-1SNB,W,76RWF323+X97-4-3-4-2,RES,1520,C,1.5,120722.534,60361.2672,AE,4.417899,major,single family,yes,yes,"The pictures show the front and back of the house. Damage detail talks about the waterline, structural damage, and how only the foundation remains.",yes,yes,1,DS1,DS0,DS0,DS2,DS3,DS3,3,DS3,High,Aerial+StEER,Full,The building is still intact looks but did experience some damage. Roof; only gutter damage in the front of the house on top of the garage. Attachments; some screens are missing in the enclosed pool. The roof for the shed in the back looks to have been moved. Openings; all windows in the front of the house are broken/ destroyed. Along wth the frames too.,10228271,240 VIRGINIA AVE,single family residential,Residential,1,1958,1991,180212,3769.939988,,,,,,,,,,,,,,,,,1.87,4.55,419.669905,1B,Slab-on-Grade,not-elevated,Clearly Not Elevated,2.240862866,,,imagery,High,slab on grade,3.964264076,3.624264076,4.304264076,4.190211745,3.850211745,4.530211745
FMB0039,26.453017,-81.947049,496537688,RES3A,C,76RWF333+654-3-2-3-2,RES,1210.45,S,0.5,212759.348,106379.674,AE,3.448247,major,commercial,yes,yes,The pictures show the front and back of the house. Damage detail talks about waterline and structural damage.,yes,no,1,DS0,DS3,DS0,DS0,DS0,DS3,3,DS3,High,Aerial+StEER,Full,The building is still intact looks like no significant damage was experienced. The walls; on the right-hand side of the building have some exterior panels that are coming off.,10228288,265/267 VIRGINIA AVE,single family residential,Residential,1,1947,1981,68124,1197.000157,,,,,,,,,,,,,,,,,1.03,4.01,471.50547,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.922795624,3.582795624,4.262795624,4.119565848,3.779565848,4.459565848
FMB0040,26.451626,-81.948054,496537689,RES1-1SNB,W,76RWF322+MQ4-2-3-3-3,RES,1403,I,8,114564.047,57282.0235,AE,4.181274,major,single family,yes,yes,"The pictures show the front and back of the house. Damage detail talks about the waterline, and how only the foundation remains.",yes,yes,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,The building experienced little to no damage.,10228312,219 OHIO AVE,single family residential,Residential,1,2013,2013,372871,3481.506169,,,,,,,,,,,,,,,,,0.91,4.52,280.694072,7,Wall,elevated,Likely Elevated,11.0744,,,imagery,High,flood openings visible in lower floor. ,4.075444742,3.735444742,4.415444742,4.443635824,4.103635824,4.783635824
FMB0041,26.451197,-81.948362,496537690,RES1-1SNB,W,76RWF322+FMC-2-3-1-3,RES,1033,S,0.5,111508.391,55754.1957,AE,5.004467,major,single family,yes,yes,The pictures show the front and back of the house. Damage detail talks about waterline and non-structural damage.,yes,no,1,DS1,DS1,,DS2,DS3,DS3,3,,Medium,Aerial+StEER,Partial,The building is still intact but it did experience significant damage. Roof; some minor gutter damage. Walls; minor cladding and removal of the sign. Attachments; the railing in the front is bent/damaged and the canopy for the back entrance is falling over. Openings; all windows are blown out.,10228201,120 MIRAMAR ST,single family residential,Residential,1,1936,1981,54630,1234.99381,,,,,,,,,,,,,,,,,1.23,3.82,224.152269,8,Crawlspace,elevated,Clearly Elevated,2.602720348,,2.271001088,imagery,Medium,poor line of sight on structure,4.120678185,3.780678185,4.460678185,4.591992966,4.251992966,4.931992966
FMB0042,26.45424,-81.948372,496537691,RES3A,W,76RWF332+MMR-2-2-2-3,RES,3249.36,S,0.5,535443.394,267721.697,AE,3.469377,destroyed,single family,yes,yes,The pictures show different angles of the house. Damage detail talks about it being a complete loss.,yes,yes,1,DS5,DS5,DS0,DS3,DS3,DS5,5,DS5,High,Aerial+Lee County,Full,"The building has colapsed in on itself. Roof; there is a huge hole in the roof, leaving the frame memebrs exposed. The walls; have collapsed. Attachemtents; the deck on the side of the house is destroyed. Openings; all have been broken.",10228222,270 MIRAMAR ST,single family residential,Residential,1,1947,1979,80943,1293.498007,,,,,,,,,,,,,,,,,1.41,3.08,528.662713,6,Piles/Columns,elevated,Likely Elevated,6.574359606,,5.450246305,imagery,Medium,ffe feels too low for how structure looks,3.87706983,3.53706983,4.21706983,4.051318854,3.711318854,4.391318854
FMB0043,26.455569,-81.951607,496537692,RES1-1SNB,W,76RWF24X+69C-4-3-4-3,RES,2376,C,1.5,163958.552,81979.2762,AE,4.821846,major,single family,yes,yes,Some damage to roof visible,yes,no,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,,Aerial+Lee County,Full,"Some damage to soffits, edge of roof",10573594,0 UNKNOWN,single family residential,Residential,1,1978,1990,204921,2825.958266,,,,,,,,,,,,,,,,,1.35,4.76,516.003029,7,Wall,elevated,Likely Elevated,9.373675889,,,imagery,High,only garages on grade floor,3.887197577,3.547197577,4.227197577,4.065680847,3.725680847,4.405680847
FMB0044,26.453392,-81.951865,496537693,RES1-1SNB,W,76RWF23X+972-4-3-4-3,RES,2136,I,8,153269.476,76634.7381,AE,4.040052,major,single family,yes,yes,"No visible damage, pda says flooding was major issue",yes,no,1,DS0,DS0,DS0,DS3,DS0,DS3,3,DS3,,Aerial+Lee County,Full,Detached rear building destroyed,10228135,201 PALERMO CIR,single family residential,Residential,1,1947,1993,145473,2836.006882,,,,,,,,,,,,,,,,,1.23,3.86,290.033341,8,Crawlspace,elevated,Clearly Elevated,3.933962264,,2.926867925,imagery,High,,4.067973327,3.727973327,4.407973327,4.422451873,4.082451873,4.762451873
FMB0045,26.453884,-81.951892,496537694,RES1-2SNB,W,76RWF23X+H65-2-4-3-4,RES,4025,I,8,279140.552,139570.276,AE,4.218808,major,single family,yes,yes,Debris blocks some of view but no  visible damage,yes,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,,Aerial+StEER,Full,"No visible damage, new construction",10228133,221 PALERMO CIR,single family residential,Residential,3,2016,2016,1992863,3146.809251,221 Palermo Cr,res,ae,11,navd,Finished,4.8,10.5,na,na,4.9,4.2,4.7,na,6,10.5,1.53,4.21,339.192321,7,Wall,elevated,Likely Elevated,12.96453401,26.98826196,,imagery,High,bottom story is only garages,4.028646143,3.688646143,4.368646143,4.32250391,3.98250391,4.66250391
FMB0046,26.453059,-81.952568,496537695,RES1-1SNB,W,76RWF23W+6XF-1-3-2-2,RES,768,C,1.5,79717.9281,39858.964,AE,3.120433,major,single family,yes,yes,"Front of house, most of cladding removed and front elevated porch destroyed. Roose damage also visible",yes,no,1,DS2,DS3,DS0,DS3,DS1,DS3,3,DS3,,Aerial+Lee County,Full,"Front porch completely destroyed, a significant amound of sheathing exposed on walls",10228159,140 PRIMO DR,single family residential,Residential,1,1925,1983,87634,1732.000387,,,,,,,,,,,,,,,,,1.26,3.2,225.709228,1A,Slab-on-Grade,not-elevated,Unlikely Elevated,0,,,imagery,High,bottom story used as living space/vacation rental.,4.119432618,3.779432618,4.459432618,4.587354603,4.247354603,4.927354603
FMB0047,26.45257,-81.952797,496537696,RES3A,S,76RWF23W+2VG-2-1-1-1,RES,3156.372,I,8,521292.039,260646.019,AE,4.796349,,,,,No PDA entry,yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,,Aerial+StEER,Full,Building completely washed away,10557293,No Site Address on reco,single family residential,Residential,1,1960,1982,23897,594.497622,,,,,,,,,,,,,,,,,0.87,4.6,166.9194,8,Crawlspace,elevated,Clearly Elevated,3.804092827,,3.034725738,imagery,High,had to get really creative with measurements. ,4.16646448,3.82646448,4.50646448,4.793961231,3.893961231,5.693961231
FMB0048,26.453579,-81.946339,496537697,RES1-2SNB,M,76RWF333+CFM-2-2-3-2,RES,1915,I,8,170448.221,85224.1105,AE,3.826362,minor,single family,yes,yes,,yes,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,no visible damage to the entire building,10228030,275 PEARL ST,single family residential,Residential,2,2007,2007,172191,1274.359624,,,,,,,,,,,,,,,,,1.41,4.38,550.556274,7,Wall,elevated,Probably Elevated,11.25,,,step,High,Building with a unique geomerty!,3.859554981,3.519554981,4.199554981,4.02738791,3.68738791,4.36738791
FMB0049,26.452693,-81.949224,496537698,COM2,S,76RWF332+38C-2-2-1-1,COM,33000,S,0.5,2008190.97,2008190.97,AE,5.940835,major,commercial,yes,yes,The pictures show the front and back of the house. Damage detail talks about major damage and structural damage to the walls.,yes,no,1,DS4,DS4,,DS3,DS3,DS4,4,,High,Aerial+StEER,Partial,"The building is fine but experienced some damage. Roof; there is a huge hole on the right side of the roof, leaving the frame members exposed. The walls; have a severe amount of cladding. Since the walls look to be made out of sheet metal they peel off easily. Attachments; the railing for the ADA ramp is toppled over. Openings; all windows and doors have been broken. When looking at OSU maps all the other exterior wall have been removed.",10227975,200 CAROLINA AVE,Warehouse/Industrial,Government,1,1977,1982,819490,18781.73449,,,,,,,,,,,,,,,,,1.02,5.64,336.865504,1B,Slab-on-Grade,not-elevated,Clearly Not Elevated,2.240862866,,,imagery,High,same as 496537652,4.030507597,3.690507597,4.370507597,4.326850179,3.986850179,4.666850179
FMB0050,26.452274,-81.95133,496537699,RES1-1SNB,W,76RWF22X+WF3-4-2-3-2,RES,1140.611111,S,0.5,135711.608,87566.4105,AE,4.144712,destroyed,single family,yes,yes,"1 picture, a total loss",yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+Lee County,Full,Building was totally destroyed a total loss,10228065,1339 SANTOS RD,single family residential,Residential,1,1945,1983,121183,1739.918138,,,,,,,,,,,,,,,,,1.34,3.89,208.352293,,,,,,,,,High,no line of sight on structure. ,4.133318166,3.793318166,4.473318166,4.641260695,4.301260695,4.981260695
FMB0051,26.452741,-81.952833,496537701,RES3A,W,76RWF23W+3VV-1-1-1-2,RES,3000,C,1.5,497338.954,248669.477,AE,4.063839,,,,,No PDA entry,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,,Aerial+StEER,Full,"Building completely washed away, part of mobile home community",10557293,No Site Address on reco,single family residential,Residential,1,1960,1982,16682,422.390328,,,,,,,,,,,,,,,,,1.35,4.06,182.11852,8,Crawlspace,elevated,Clearly Elevated,1.868577406,,,imagery,High,"mobile home on cinderblock footings on one side, other side has no distinguishable elevation.",4.154305184,3.814305184,4.494305184,4.733352106,3.833352106,5.633352106
FMB0052,26.452114,-81.946578,496537702,RES1-1SNB,W,76RWF323+R9V-3-2-2-2,RES,1292,I,8,109303.807,54651.9038,AE,4.267795,major,single family,yes,yes,"The pictures show the front of the house. Damage detail talks about the waterline, structural damage, and how only the foundation remains.",yes,yes,1,DS3,DS0,DS0,DS2,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"The building is still intact looks but did experience some damage. Roof; A good portion of the shingles are missing (15-50%). There is also a lot of soffit damage around the building. Attachments; some screens are missing in the enclosed pool. The frame is also bent. Openings; The garage doors are bent/ damaged. When looking at the OSU map the building is gone, all that is left is an empty lot.",10228270,236 VIRGINIA AVE,single family residential,Residential,1,2004,2004,238032,2638.992803,,,,,,,,,,,,,,,,,1.3,4.15,387.493463,6,Piles/Columns,elevated,Likely Elevated,7.517679181,,6.347474403,imagery,High,bottom story appears to be all garages,3.99000523,3.65000523,4.33000523,4.239297675,3.899297675,4.579297675
FMB0053,26.451123,-81.948028,496537704,RES1-1SNB,W,76RWF322+CQX-2-1-1-2,RES,634,C,1.5,70340.6708,35170.3354,AE,3.872978,destroyed,single family,yes,yes,"The pictures show the front of the house, what is left. Damage detail talks about it being a total loss",yes,,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,"The building no longer stands, all that is left is an empty lot. ",10228309,201 OHIO AVE,single family residential,Residential,1,1940,1981,45663,1127.994926,,,,,,,,,,,,,,,,,1.22,3.87,242.94424,8,Crawlspace,elevated,Clearly Elevated,4.553333333,,2.922288557,imagery,High,,4.105644608,3.765644608,4.445644608,4.538334974,4.198334974,4.878334974
FMB0054,26.453054,-81.948059,496537705,RES1-1SNB,W,76RWF332+6QG-2-2-0-2,RES,1020,I,8,110611.411,55305.7056,AE,4.535266,major,single family,yes,yes,"The pictures show the front of the house. Damage detail talks about the water level line, and how only the foundation remains.",yes,yes,1,DS1,DS0,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+StEER,Full,"The building is still intact looks but did experience some damage. Roof; there is some minor gutter damage along with damage to the fascia. Attachments; the screens on the enclosed deck are gone, slight damage to the frame of the enclosed deck.",10228319,281 OHIO AV,single family residential,Residential,1,1956,1980,106711,1157.995368,,,,,,,,,,,,,,,,,1.46,4.81,420.513265,7,Wall,elevated,Probably Elevated,7.352272727,,,imagery,High,,3.963589388,3.623589388,4.303589388,4.188983756,3.848983756,4.528983756
FMB0055,26.451497,-81.948355,496537706,RES1-1SNB,W,76RWF322+HMR-3-2-2-2,RES,1168,C,1.5,102969.968,51484.984,AE,4.052557,major,single family,yes,yes,"The pictures show the front of the house. Damage detail talks about the water level line, and non-structural damage.",yes,yes,1,DS1,DS1,,DS2,DS0,DS2,2,,Medium,Aerial+StEER,Partial,The building is still intact looks but did experience some damage. Roof; there is some minor soffit damage. Walls; some cladding on the corners of the building. Foundation; can't see due to debris blocking it. Attachments; some of the railing to the front porch is damaged/ broken.,10228203,124 MIRAMAR ST,single family residential,Residential,1,1944,1985,121407,3030.19348,,,,,,,,,,,,,,,,,1.37,3.98,253.756127,8,Crawlspace,elevated,Clearly Elevated,7.141160991,,5.623421053,imagery,High,,4.096995098,3.756995098,4.436995098,4.509575871,4.169575871,4.849575871
FMB0056,26.45308,-81.948712,496537707,RES1-1SNB,W,76RWF332+6GM-3-3-3-3,RES,1621,C,1.5,125878.432,62939.216,AE,4.135237,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the water level line and how only the foundation remains.,yes,yes,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,The building experienced little to no damage.,10228238,,single family residential,Residential,1,2002,2002,235396,1728.756393,,,,,,,,,,,,,,,,,1.24,4.35,396.970082,7,Wall,elevated,Likely Elevated,8.828481013,,,imagery,High,bottom story appears to be all garages,3.982423934,3.642423934,4.322423934,4.224369293,3.884369293,4.564369293
FMB0057,26.4539,-81.948712,496537708,RES1-1SNB,W,76RWF332+HG7-2-3-3-3,RES,1200,S,0.5,121883.328,60941.664,AE,4.25351,minor,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the water level line and how only the foundation remains.,yes,yes,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+Lee County,Full,The building experienced little to no damage.,10228243,251 MIRAMAR ST,single family residential,Residential,1,2013,2013,219255,2129.989948,,,,,,,,,,,,,,,,,2.56,4.43,479.957276,7,Wall,elevated,Likely Elevated,12.72829374,,,imagery,High,bottom story appears to be all garages,3.916034179,3.576034179,4.256034179,4.108893983,3.768893983,4.448893983
FMB0058,26.454656,-81.949839,496537709,RES1-1SNB,W,76RWF332+V37-5-4-7-4,RES,2470,S,0.5,168115.56,84057.7803,AE,3.575433,major,single family,no,yes,1 good picture  ,no,no,1,DS0,DS2,DS0,DS1,DS3,DS3,3,DS3,High,Aerial+Lee County,Full,Building did sustain damage from debri as seen in front of house,10228047,293 CAROLINA AVE,single family residential,Residential,1,1973,1986,173587,5966.008812,,,,,,,,,,,,,,,,,1.39,3.19,508.425551,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.893259559,3.553259559,4.233259559,4.074471804,3.734471804,4.414471804
FMB0059,26.453063,-81.95192,496537710,RES1-1SNB,W,76RWF23X+66G-2-3-2-3,RES,1605.695017,P,8,151788.7015,104918.9717,AE,3.835155,major,single family,no,yes,1 not great picture,yes,no,1,DS2,DS0,DS0,DS0,DS1,DS2,2,DS1,Medium,Aerial+OSU,Full,Had to use OSU data where it does look like some work was done to the house but overall not a lot of damage could be seen,10228137,145 PALERMO CIR,single family residential,Residential,1,1936,1980,90658,1599.350071,,,,,,,,,,,,,,,,,1.26,3.74,255.901707,6,Piles/Columns,elevated,Likely Elevated,7.253545586,,5.87918958,imagery,High,bottom story appears to be only storage space,4.095278634,3.755278634,4.435278634,4.504035738,4.164035738,4.844035738
FMB0060,26.452905,-81.951914,496537712,RES1-2SNB,W,76RWF23X+568-1-3-2-2,RES,1544,I,8,131024.027,65512.0138,AE,3.662803,major,single family,yes,yes,"House is surrounded by debris, garage wall framing is exposed",yes,no,1,DS0,DS4,DS0,DS3,DS0,DS4,4,DS4,,Aerial+Lee County,Full,"Hole in garage wall, detached building on property destroyed",10228138,139 PALERMO CIR,single family residential,Residential,1,1953,1982,122520,1703.001595,,,,,,,,,,,,,,,,,2.31,3.76,240.115658,7,Wall,elevated,Likely Elevated,7.178210162,,,imagery,High,bottom story appears to be only garages,4.107907474,3.767907474,4.447907474,4.54610144,4.20610144,4.88610144
FMB0061,26.453163,-81.952985,496537713,RES1-1SNB,W,76RWF23W+7R6-2-2-2-2,RES,1179,I,8,103494.031,51747.0159,AE,3.162917,destroyed,single family,yes,yes,"Image is of cleared lot, building is washed away",yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,,Aerial+Lee County,Full,Building is completely destroyed,10228359,143 PRIMO DR,single family residential,Residential,1,1981,1977,87419,2651.808378,,,,,,,,,,,,,,,,,1.81,3.32,214.612564,6,Piles/Columns,elevated,Likely Elevated,8.160110803,,6.377562327,imagery,High,"line of sight on stairs is bad, step count is estimate.",4.128309949,3.788309949,4.468309949,4.621243594,4.281243594,4.961243594
FMB0062,26.451709,-81.946592,496537714,RES1-1SNB,W,76RWF323+M9M-3-1-4-2,RES,1044,P,8,112257.294,56128.6471,AE,3.765317,major,single family,yes,yes,"The pictures show the front of the house. Damage detail talks about the waterline, structural damage, and how only the foundation remains.",no,no,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+StEER,Full,The building is still intact looks but did experience some damage. Roof; there is some minor gutter damage.,10228268,224 VIRGINIA AVE,single family residential,Residential,1,1957,1990,106837,2397.007144,,,,,,,,,,,,,,,,,1.51,4.22,344.124742,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,4.024700206,3.684700206,4.364700206,4.313402555,3.973402555,4.653402555
FMB0063,26.450679,-81.946316,496537715,RES1-1SNB,W,76RWF323+7FF-1-3-3-2,RES,1122,S,0.5,100688.321,50344.1606,AE,3.394683,minor,single family,yes,yes,,yes,no,1,DS1,DS4,DS0,DS1,DS1,DS4,4,DS4,High,Aerial+OSU,Full,"minimal damage to roof fascia, interior first floor insulation is showing, large holes on first floor elevation, railing on entrance stairs is bent out of shape, garage door is destroyed",10228034,131 PEARL ST,single family residential,Residential,1,1939,2000,193810,2255.584032,,,,,,,,,,,,,,,,,1.27,3.51,248.600162,7,Wall,elevated,Likely Elevated,10.39994012,,,imagery,High,bottom story appears to be all garages,4.10111987,3.76111987,4.44111987,4.523111638,4.183111638,4.863111638
