,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
4091,4091,2173,469,8,3,MANDATORY,2884223
15190,15190,2361,1989,8,0,MANDATORY,1812609
11804,11804,1389,1542,7,1,MANDATORY,461092
12910,12910,2317,2550,8,4,MANDATORY,7681204
6366,6366,135,84,8,0,MANDATORY,1176696
15744,15744,1381,2354,7,2,MANDATORY,7733388
8307,8307,822,2431,8,5,MANDATORY,1646815
24231,24231,789,2354,8,0,MANDATORY,366145
10841,10841,956,1542,7,0,MANDATORY,2775467
8372,8372,2355,242,7,0,MANDATORY,7004644
16809,16809,597,495,8,5,MANDATORY,87219
23718,23718,1109,2463,8,5,MANDATORY,2338941
6640,6640,1021,84,8,4,MANDATORY,3283408
22716,22716,1921,2354,8,0,MANDATORY,2074098
5983,5983,1884,2063,7,5,MANDATORY,6122933
20414,20414,491,2354,8,4,MANDATORY,3946872
7052,7052,1208,84,7,2,MANDATORY,365643
12120,12120,118,1542,8,5,MANDATORY,7489571
17062,17062,2266,2354,8,5,MANDATORY,3563599
15901,15901,1440,2354,8,2,MANDATORY,7322413
17585,17585,1745,2354,8,5,MANDATORY,1928011
19700,19700,2372,2354,7,1,MANDATORY,5486200
24228,24228,1349,2354,7,1,MANDATORY,462188
12100,12100,2216,2258,8,5,MANDATORY,3320611
16780,16780,1046,2354,8,1,MANDATORY,3394171
12523,12523,1944,1542,8,0,MANDATORY,2049899
8801,8801,1026,2059,8,0,MANDATORY,6519809
6104,6104,2355,472,7,5,MANDATORY,156593
17964,17964,658,2601,8,1,MANDATORY,2776056
8873,8873,2695,2059,7,5,MANDATORY,3221443
19443,19443,2452,2354,7,3,MANDATORY,5676216
27707,27707,2355,2182,8,5,MANDATORY,7337430
5707,5707,1884,2611,8,4,MANDATORY,7840421
18003,18003,12,2354,8,2,MANDATORY,2937287
17981,17981,2144,2354,8,2,MANDATORY,2989086
10138,10138,958,1542,8,5,MANDATORY,4614430
26237,26237,2355,257,8,0,MANDATORY,4939767
4533,4533,1884,788,8,2,MANDATORY,3981689
17058,17058,1449,2354,8,4,MANDATORY,6046575
11051,11051,2424,1424,8,1,MANDATORY,5095822
7688,7688,552,2431,7,3,MANDATORY,5484191
17459,17459,2493,2354,8,0,MANDATORY,398195
913,913,2424,2626,7,5,MANDATORY,3856769
6982,6982,1764,84,8,3,MANDATORY,5104729
20593,20593,658,748,7,4,MANDATORY,3983558
14927,14927,1431,2657,7,2,MANDATORY,3946786
563,563,2355,2664,8,4,MANDATORY,3495901
27560,27560,2355,2565,8,0,MANDATORY,1692578
16309,16309,1946,2463,8,4,MANDATORY,159103
23709,23709,1603,2354,7,1,MANDATORY,4067149
13462,13462,2672,84,7,3,MANDATORY,7636147
118,118,2355,1896,8,2,MANDATORY,5976519
29190,29190,2355,1215,7,2,MANDATORY,3876874
12144,12144,2487,1542,7,0,MANDATORY,1770381
635,635,2424,2163,7,4,MANDATORY,7216790
4603,4603,2355,1387,8,3,MANDATORY,6515131
421,421,2355,443,7,4,MANDATORY,5989312
22393,22393,1746,2354,8,3,MANDATORY,3705906
22025,22025,235,2354,7,3,MANDATORY,3814060
28556,28556,2173,35,7,2,MANDATORY,5513817
11495,11495,2424,2504,8,0,MANDATORY,158609
22304,22304,1615,2354,7,3,MANDATORY,6521120
18916,18916,1929,2354,8,0,MANDATORY,2013520
26619,26619,2355,1613,8,5,MANDATORY,4350400
6521,6521,1884,1673,7,3,MANDATORY,365294
23189,23189,1937,2354,7,3,MANDATORY,825263
25950,25950,1371,2354,8,2,MANDATORY,823427
2448,2448,2424,2209,8,4,MANDATORY,4164015
22150,22150,1038,2354,7,5,MANDATORY,3983629
18820,18820,767,2354,8,0,MANDATORY,3814037
29411,29411,2355,1756,7,5,MANDATORY,7639633
9615,9615,2484,1542,7,1,MANDATORY,311497
9189,9189,1829,2059,7,1,MANDATORY,5674935
18947,18947,2279,1753,7,1,MANDATORY,5866593
18350,18350,197,1751,7,2,MANDATORY,7006319
8951,8951,1775,2059,8,5,MANDATORY,822495
24625,24625,2122,2354,8,2,MANDATORY,2989541
660,660,2424,1404,7,1,MANDATORY,73487
2782,2782,1050,84,8,5,MANDATORY,1579235
1387,1387,2424,1590,8,1,MANDATORY,3482007
15376,15376,1716,1568,8,2,MANDATORY,5866557
19601,19601,2208,187,8,1,MANDATORY,6521059
18982,18982,2052,2354,7,0,MANDATORY,2087419
8545,8545,1232,2059,8,4,MANDATORY,7004954
26725,26725,2355,1122,8,5,MANDATORY,1050341
10855,10855,2408,1542,7,1,MANDATORY,6046028
2644,2644,2424,2132,7,4,MANDATORY,2987346
27140,27140,2355,842,7,3,MANDATORY,7330822
18591,18591,1583,2354,8,3,MANDATORY,5343709
11142,11142,928,84,7,4,MANDATORY,1177620
7237,7237,1412,1874,8,1,MANDATORY,1589409
15821,15821,1440,2354,7,0,MANDATORY,5052120
20109,20109,145,2354,7,5,MANDATORY,1928128
21059,21059,2654,2354,7,3,MANDATORY,2013706
12696,12696,2577,1542,8,5,MANDATORY,2012929
26271,26271,2355,358,7,3,MANDATORY,7176842
11469,11469,2424,496,7,4,MANDATORY,1927782
2441,2441,2424,2051,7,1,MANDATORY,1687799
10258,10258,398,1542,7,4,MANDATORY,3982809
12498,12498,1564,1542,8,2,MANDATORY,7733243
25694,25694,2436,2354,7,1,MANDATORY,461564
2145,2145,2424,740,7,5,MANDATORY,5931911
13701,13701,584,1494,7,3,MANDATORY,569142
21204,21204,1885,2354,8,1,MANDATORY,2458425
10976,10976,2423,1542,7,2,MANDATORY,5170070
15120,15120,2628,1568,7,1,MANDATORY,2049909
15897,15897,1947,2354,8,5,MANDATORY,3054899
21463,21463,2041,1799,8,0,MANDATORY,2887943
25744,25744,1863,2354,7,0,MANDATORY,461994
423,423,2355,1453,7,4,MANDATORY,5625199
14243,14243,941,1594,8,4,MANDATORY,6814120
15485,15485,2551,84,7,4,MANDATORY,248128
1854,1854,562,2617,8,3,MANDATORY,151854
19606,19606,182,1867,7,1,MANDATORY,669615
1095,1095,2424,515,8,1,MANDATORY,6466001
13099,13099,123,1461,8,4,MANDATORY,1420954
23886,23886,2095,2354,7,5,MANDATORY,825934
15213,15213,1360,84,7,0,MANDATORY,2013362
14570,14570,981,1418,7,3,MANDATORY,3563354
13458,13458,1580,84,8,2,MANDATORY,7005822
10616,10616,2304,1542,8,4,MANDATORY,5205368
20012,20012,628,2354,8,3,MANDATORY,3983531
27092,27092,2355,871,7,1,MANDATORY,3985752
25455,25455,1184,2354,8,3,MANDATORY,2181293
24504,24504,2722,2354,8,2,MANDATORY,2989906
4487,4487,2173,2518,8,0,MANDATORY,7000488
7048,7048,1954,84,7,3,MANDATORY,1589414
22616,22616,1688,2354,7,0,MANDATORY,3563872
13481,13481,1997,783,8,2,MANDATORY,3704764
24675,24675,1603,2354,8,3,MANDATORY,826322
18855,18855,2426,107,8,3,MANDATORY,4838990
21951,21951,205,2354,8,3,MANDATORY,6047149
13338,13338,128,84,8,4,MANDATORY,5095942
1658,1658,2424,2166,7,1,MANDATORY,2429176
29,29,2355,610,7,1,MANDATORY,1956732
7350,7350,1512,84,8,0,MANDATORY,5674795
20521,20521,1172,2354,7,5,MANDATORY,4373138
20621,20621,952,1304,8,1,MANDATORY,888039
11759,11759,2554,607,8,1,MANDATORY,4614904
6464,6464,1884,1563,7,1,MANDATORY,1047865
25216,25216,2588,2354,8,4,MANDATORY,461675
27304,27304,2355,2339,8,3,MANDATORY,2523657
21044,21044,1304,2354,7,0,MANDATORY,1771190
5043,5043,2173,1767,7,3,MANDATORY,791583
24488,24488,718,2354,8,1,MANDATORY,1209671
6656,6656,1732,84,7,5,MANDATORY,5020050
16578,16578,241,2354,7,5,MANDATORY,3394188
6419,6419,2187,2168,8,0,MANDATORY,1047669
8258,8258,822,2431,8,1,MANDATORY,3982767
19424,19424,1329,1943,8,4,MANDATORY,587894
23097,23097,1846,2354,8,1,MANDATORY,5676286
23865,23865,2701,2354,8,2,MANDATORY,7324425
14309,14309,610,84,7,0,MANDATORY,3814003
9773,9773,2409,1542,7,5,MANDATORY,3393919
6899,6899,1512,2606,8,2,MANDATORY,5865728
17110,17110,597,1011,7,4,MANDATORY,4615214
29470,29470,2355,1850,8,3,MANDATORY,5691703
14364,14364,736,84,7,0,MANDATORY,3563336
17995,17995,1600,1650,8,1,MANDATORY,3394212
10442,10442,2329,1112,7,5,MANDATORY,3297349
26968,26968,2355,650,8,0,MANDATORY,7328515
27133,27133,2355,2484,7,5,MANDATORY,165187
18517,18517,2112,2354,7,0,MANDATORY,398271
9310,9310,547,2059,8,5,MANDATORY,2281616
23129,23129,443,2354,8,5,MANDATORY,411708
24183,24183,1280,800,8,1,MANDATORY,825614
5953,5953,1884,1695,8,2,MANDATORY,6518848
11713,11713,113,1542,7,0,MANDATORY,3900097
27647,27647,2355,1099,7,5,MANDATORY,1930831
2203,2203,1884,577,7,3,MANDATORY,2006224
14772,14772,1789,84,7,0,MANDATORY,5485639
7098,7098,1756,84,8,4,MANDATORY,3297226
735,735,2424,1451,7,3,MANDATORY,6332750
19949,19949,828,2354,7,2,MANDATORY,2318865
15450,15450,2220,1398,7,2,MANDATORY,3735851
672,672,2424,1944,7,1,MANDATORY,2085749
20703,20703,1895,2354,7,5,MANDATORY,5866643
16001,16001,1345,1542,8,3,MANDATORY,3054886
1198,1198,2424,322,8,2,MANDATORY,4341003
8361,8361,703,2431,7,0,MANDATORY,3442234
11846,11846,112,850,7,0,MANDATORY,7733232
15682,15682,1462,1542,7,0,MANDATORY,5020463
12629,12629,109,1542,8,1,MANDATORY,848282
5271,5271,2173,2713,7,2,MANDATORY,4080934
24934,24934,1884,645,8,3,MANDATORY,2338785
26596,26596,2355,724,7,5,MANDATORY,4350291
11425,11425,2218,2713,8,5,MANDATORY,3982961
13931,13931,343,2463,8,2,MANDATORY,4364675
26337,26337,1173,505,8,2,MANDATORY,2088751
14224,14224,1332,84,7,5,MANDATORY,1770621
22813,22813,214,2354,8,5,MANDATORY,669698
12636,12636,2568,931,7,4,MANDATORY,1177655
25473,25473,1585,565,7,5,MANDATORY,2989377
24572,24572,2720,2354,8,0,MANDATORY,2990096
7400,7400,350,84,8,1,MANDATORY,5674811
26290,26290,2355,1252,7,4,MANDATORY,7325500
24273,24273,2435,2354,8,1,MANDATORY,7805045
29232,29232,2355,1467,7,1,MANDATORY,5893008
829,829,2424,768,7,0,MANDATORY,6715350
24071,24071,2043,2354,7,1,MANDATORY,5933831
670,670,2424,112,8,1,MANDATORY,6856030
11361,11361,2424,549,7,1,MANDATORY,3563117
11218,11218,2424,2124,8,1,MANDATORY,6520016
5780,5780,2118,2206,8,2,MANDATORY,441260
6995,6995,853,84,7,0,MANDATORY,1769940
23330,23330,1266,2354,7,3,MANDATORY,824312
14359,14359,344,84,7,1,MANDATORY,5675802
23720,23720,1642,2354,7,3,MANDATORY,7490466
80,80,2355,1580,8,3,MANDATORY,3630332
14500,14500,974,84,7,1,MANDATORY,627062
15840,15840,1510,2354,8,2,MANDATORY,4615103
18546,18546,395,955,8,4,MANDATORY,6520984
27291,27291,2355,1799,7,4,MANDATORY,547291
2850,2850,2570,2354,8,5,MANDATORY,2256226
12103,12103,275,1542,8,5,MANDATORY,7606014
9645,9645,2400,1542,8,5,MANDATORY,5484555
27656,27656,2355,1661,7,3,MANDATORY,2020491
9163,9163,1478,2059,7,3,MANDATORY,3247126
25055,25055,2472,2432,8,3,MANDATORY,7489855
11349,11349,2424,1023,8,4,MANDATORY,2775653
15452,15452,1399,1945,8,3,MANDATORY,3705170
11068,11068,2424,293,8,2,MANDATORY,3197057
2970,2970,2355,1546,8,3,MANDATORY,3556931
809,809,2424,2554,8,1,MANDATORY,3386575
25150,25150,1103,1662,8,1,MANDATORY,7804505
23307,23307,1937,2354,8,3,MANDATORY,824328
28587,28587,221,2354,8,5,MANDATORY,1698090
15215,15215,2553,84,7,5,MANDATORY,3705225
21829,21829,2690,2354,8,4,MANDATORY,1771342
12303,12303,1493,1542,8,3,MANDATORY,5112193
26034,26034,2596,2461,8,0,MANDATORY,2083733
14790,14790,2221,84,7,2,MANDATORY,5675954
23930,23930,2483,20,8,2,MANDATORY,2338867
13982,13982,1207,274,8,1,MANDATORY,4047902
7372,7372,1680,84,8,2,MANDATORY,4762591
6167,6167,2355,691,8,4,MANDATORY,1882595
4794,4794,1884,2581,7,2,MANDATORY,5482459
17395,17395,2507,2354,7,0,MANDATORY,6046436
10664,10664,2416,1542,7,3,MANDATORY,7176352
1216,1216,2424,839,8,3,MANDATORY,5462916
25039,25039,716,2354,7,0,MANDATORY,826178
11359,11359,2424,1781,7,1,MANDATORY,87153
16329,16329,1411,2354,7,1,MANDATORY,3705280
1689,1689,2424,1181,7,5,MANDATORY,2878388
4849,4849,2173,573,7,4,MANDATORY,1175432
5941,5941,1884,2377,7,2,MANDATORY,3982450
18991,18991,2253,2354,8,5,MANDATORY,2776081
191,191,2355,810,7,5,MANDATORY,5986000
9885,9885,2401,1542,7,2,MANDATORY,5020280
25013,25013,317,1526,8,4,MANDATORY,824983
23796,23796,2703,2354,8,2,MANDATORY,4939254
26916,26916,2355,2019,7,2,MANDATORY,4049491
21209,21209,1177,2354,7,2,MANDATORY,6744151
28042,28042,1267,2354,7,1,MANDATORY,4845672
14357,14357,150,249,8,3,MANDATORY,6046350
25267,25267,1356,2354,7,3,MANDATORY,2989508
11031,11031,706,1542,8,2,MANDATORY,158521
19322,19322,2241,1857,7,4,MANDATORY,384103
7965,7965,74,2431,8,3,MANDATORY,7004729
11973,11973,1992,1542,7,4,MANDATORY,1770393
16693,16693,1473,2354,8,0,MANDATORY,2222846
2027,2027,1213,2354,8,5,MANDATORY,2279482
5493,5493,1884,2066,7,0,MANDATORY,1175795
29163,29163,2355,2712,7,1,MANDATORY,7087241
13269,13269,284,84,7,3,MANDATORY,2887489
26658,26658,2355,1020,7,4,MANDATORY,945986
20128,20128,1027,1339,7,0,MANDATORY,2074003
13340,13340,1882,84,8,1,MANDATORY,5933495
25663,25663,2721,2354,7,0,MANDATORY,3900359
14458,14458,926,84,8,1,MANDATORY,6268983
6844,6844,459,121,8,0,MANDATORY,3320423
12652,12652,1565,1542,8,5,MANDATORY,158740
26307,26307,2355,492,8,3,MANDATORY,445115
28149,28149,2355,2029,8,5,MANDATORY,5499184
5585,5585,1884,468,8,1,MANDATORY,5983120
15843,15843,1947,1532,8,2,MANDATORY,4615106
27157,27157,2355,817,8,4,MANDATORY,5678486
5620,5620,1884,710,7,2,MANDATORY,1046891
27508,27508,999,2059,8,0,MANDATORY,7550895
9073,9073,77,459,7,1,MANDATORY,4047725
7058,7058,96,2566,8,3,MANDATORY,289950
10130,10130,515,2618,8,4,MANDATORY,4838411
1377,1377,2424,2017,8,5,MANDATORY,6490620
418,418,2355,1480,8,3,MANDATORY,5354858
10435,10435,878,1542,7,5,MANDATORY,4838444
26009,26009,2355,140,7,0,MANDATORY,1229178
13878,13878,284,84,7,5,MANDATORY,1770558
14124,14124,2157,84,8,0,MANDATORY,5675854
24380,24380,2703,2354,8,1,MANDATORY,4067330
19248,19248,5,984,8,4,MANDATORY,6046651
7506,7506,1206,84,8,2,MANDATORY,2318617
13399,13399,841,84,7,5,MANDATORY,3563323
12674,12674,2713,1542,8,0,MANDATORY,5112206
22005,22005,2081,1997,7,3,MANDATORY,1177936
26260,26260,2355,1548,7,4,MANDATORY,4048331
1545,1545,2424,1950,7,2,MANDATORY,3549985
9227,9227,2038,2059,8,5,MANDATORY,1646968
13769,13769,1332,84,7,2,MANDATORY,3320655
20543,20543,562,2354,7,5,MANDATORY,888007
28597,28597,1884,2114,8,1,MANDATORY,3582469
250,250,2355,920,8,3,MANDATORY,5251081
15145,15145,1502,84,7,3,MANDATORY,3705229
29212,29212,2355,2603,8,3,MANDATORY,1852080
17822,17822,2426,2354,7,4,MANDATORY,3563640
5198,5198,2173,2333,8,1,MANDATORY,6641618
883,883,2424,1112,7,0,MANDATORY,5429441
21034,21034,1187,1727,7,3,MANDATORY,627248
20339,20339,2360,1402,8,4,MANDATORY,1177868
9024,9024,596,2059,8,4,MANDATORY,5020193
19755,19755,663,2354,7,4,MANDATORY,5933624
382,382,2355,2062,8,1,MANDATORY,422469
4691,4691,2355,124,8,1,MANDATORY,4426412
4146,4146,2173,2717,7,4,MANDATORY,2610499
20553,20553,1190,2354,7,4,MANDATORY,4350149
20582,20582,1176,2354,7,1,MANDATORY,290216
24122,24122,2086,961,7,3,MANDATORY,823343
26462,26462,2355,1283,8,3,MANDATORY,1111844
12850,12850,1881,84,8,5,MANDATORY,3704795
10972,10972,423,1542,7,4,MANDATORY,5042389
3703,3703,1066,2431,8,4,MANDATORY,3557947
14241,14241,152,84,7,5,MANDATORY,6814118
10947,10947,2494,2022,7,4,MANDATORY,6743754
17006,17006,1745,2245,7,1,MANDATORY,1771064
13181,13181,1880,84,8,1,MANDATORY,4938996
11647,11647,2424,1127,7,5,MANDATORY,6520681
25464,25464,1184,2354,8,0,MANDATORY,4067286
25416,25416,774,2354,8,3,MANDATORY,2989981
21773,21773,1752,698,8,5,MANDATORY,4763089
484,484,2355,716,7,3,MANDATORY,5919898
6373,6373,1099,2354,8,5,MANDATORY,5051645
13618,13618,1207,84,7,1,MANDATORY,1177762
10030,10030,2297,1542,7,4,MANDATORY,4838447
7630,7630,1708,84,7,1,MANDATORY,6245754
22906,22906,2094,2354,8,1,MANDATORY,5676284
6989,6989,1208,84,8,1,MANDATORY,3221324
22382,22382,2424,226,8,0,MANDATORY,5486346
9083,9083,547,2059,8,0,MANDATORY,7004925
8343,8343,1008,2431,8,2,MANDATORY,1646900
21061,21061,1438,2354,7,2,MANDATORY,3867550
2134,2134,2424,2015,7,0,MANDATORY,4363933
21249,21249,1895,2354,7,5,MANDATORY,3705740
1478,1478,2424,1063,7,3,MANDATORY,4595782
2473,2473,2355,2262,7,4,MANDATORY,2179988
15234,15234,1794,84,8,4,MANDATORY,3983041
21010,21010,1154,2665,8,5,MANDATORY,461377
8904,8904,482,2059,7,0,MANDATORY,289970
20719,20719,278,1587,8,4,MANDATORY,1048667
8549,8549,2512,2059,7,2,MANDATORY,3054680
2220,2220,1511,84,8,3,MANDATORY,3747606
7553,7553,1884,92,8,2,MANDATORY,5483956
14694,14694,1778,84,7,0,MANDATORY,3704880
11954,11954,108,1055,7,3,MANDATORY,1770337
19410,19410,1952,2354,8,4,MANDATORY,2538125
6113,6113,2355,931,7,4,MANDATORY,5261376
2181,2181,2424,1821,8,3,MANDATORY,310407
17590,17590,2669,2354,7,1,MANDATORY,2013489
20901,20901,1885,2354,8,5,MANDATORY,4939121
18383,18383,2342,222,7,4,MANDATORY,442965
24629,24629,1553,2354,8,3,MANDATORY,4067031
9646,9646,539,1542,7,5,MANDATORY,4277257
10760,10760,435,1542,7,2,MANDATORY,7550277
9723,9723,540,1542,8,2,MANDATORY,3186666
14404,14404,2140,84,8,1,MANDATORY,4614935
24758,24758,836,2354,7,0,MANDATORY,4939574
12694,12694,1860,343,7,5,MANDATORY,7804300
7186,7186,1713,84,7,5,MANDATORY,1047921
21926,21926,1751,257,8,3,MANDATORY,2612355
17989,17989,624,2354,7,3,MANDATORY,4838969
27362,27362,2355,1434,8,1,MANDATORY,1777018
790,790,2424,2038,8,3,MANDATORY,5650664
700,700,2424,889,7,5,MANDATORY,3960108
7504,7504,458,84,8,1,MANDATORY,2318616
9673,9673,2417,1542,7,5,MANDATORY,5051916
15044,15044,1876,931,8,5,MANDATORY,4189689
13062,13062,865,84,7,5,MANDATORY,1770438
29264,29264,2355,1969,8,1,MANDATORY,5894564
25129,25129,2636,1615,7,5,MANDATORY,366171
5038,5038,2173,845,7,4,MANDATORY,764174
14791,14791,1528,84,7,5,MANDATORY,5675955
5795,5795,2355,2157,8,0,MANDATORY,2145580
17890,17890,640,1672,7,2,MANDATORY,6046649
6512,6512,1638,2431,7,0,MANDATORY,3246301
6391,6391,2355,985,7,5,MANDATORY,311454
6860,6860,1709,84,7,4,MANDATORY,1420766
23825,23825,2572,1035,7,0,MANDATORY,443507
27095,27095,2355,1549,8,1,MANDATORY,1691439
5594,5594,1884,215,7,4,MANDATORY,587611
28713,28713,2355,889,8,1,MANDATORY,6065048
1156,1156,2424,113,8,1,MANDATORY,5461390
27321,27321,990,84,8,0,MANDATORY,2938323
10802,10802,403,1542,8,0,MANDATORY,3148643
26007,26007,2355,1413,7,5,MANDATORY,1229636
26493,26493,2355,110,7,0,MANDATORY,7007646
1444,1444,1198,2354,8,5,MANDATORY,3548720
30,30,2355,2320,8,1,MANDATORY,5586533
24421,24421,1554,321,7,1,MANDATORY,2338859
5103,5103,1494,1542,8,2,MANDATORY,4348937
17911,17911,372,2354,7,0,MANDATORY,2776252
6909,6909,2634,84,8,1,MANDATORY,2181222
4072,4072,2173,2413,8,2,MANDATORY,2884234
5874,5874,2355,319,7,5,MANDATORY,362568
26415,26415,2355,2553,8,2,MANDATORY,2282047
8439,8439,937,2431,8,3,MANDATORY,2775382
22881,22881,215,2354,8,0,MANDATORY,1048785
29365,29365,2355,314,7,4,MANDATORY,7138402
27440,27440,2355,2242,7,0,MANDATORY,3396449
5769,5769,2355,1076,7,3,MANDATORY,2049783
29109,29109,2355,1069,8,2,MANDATORY,3594658
25124,25124,1552,2354,7,5,MANDATORY,824571
17478,17478,2500,551,8,4,MANDATORY,6046570
16032,16032,890,2354,7,3,MANDATORY,1421016
9274,9274,1072,84,7,3,MANDATORY,5051853
14183,14183,581,84,8,5,MANDATORY,669439
12058,12058,1492,1542,8,3,MANDATORY,2012902
18646,18646,1832,2040,8,4,MANDATORY,6520978
17743,17743,893,2354,7,5,MANDATORY,627117
470,470,2355,345,7,5,MANDATORY,3493576
27123,27123,2355,1926,8,3,MANDATORY,5678380
24187,24187,720,2354,8,4,MANDATORY,2989417
9641,9641,2296,1542,7,3,MANDATORY,7514939
13258,13258,987,84,7,5,MANDATORY,158774
25035,25035,2482,2354,7,0,MANDATORY,823340
29146,29146,100,1643,8,3,MANDATORY,7394118
17097,17097,2500,499,7,4,MANDATORY,6520954
22257,22257,952,1262,7,3,MANDATORY,6047130
21906,21906,1920,1150,7,5,MANDATORY,587997
16480,16480,1745,2354,8,2,MANDATORY,461215
13831,13831,615,84,7,0,MANDATORY,5485542
1617,1617,2424,1881,7,1,MANDATORY,7766426
10119,10119,2460,1542,7,1,MANDATORY,5020259
27677,27677,2355,997,7,2,MANDATORY,169101
9076,9076,1775,2059,8,0,MANDATORY,7321659
29089,29089,2355,872,8,4,MANDATORY,7390129
11793,11793,110,1542,7,1,MANDATORY,5933437
9564,9564,2312,45,8,5,MANDATORY,7176338
10341,10341,2355,441,8,1,MANDATORY,1647066
26437,26437,2355,198,8,2,MANDATORY,401135
10938,10938,421,1542,8,4,MANDATORY,5104921
6301,6301,2355,377,7,2,MANDATORY,2886821
10064,10064,880,1542,7,0,MANDATORY,7680516
12285,12285,2583,1542,7,2,MANDATORY,5112212
11096,11096,2424,2680,7,0,MANDATORY,4277316
4352,4352,2173,192,7,0,MANDATORY,2610661
10047,10047,1540,1542,8,1,MANDATORY,1420866
7735,7735,822,2431,7,4,MANDATORY,1927610
15749,15749,1418,2354,8,1,MANDATORY,1770924
28055,28055,2355,788,8,0,MANDATORY,1060498
17334,17334,2173,2377,8,1,MANDATORY,54542
13012,13012,123,84,7,3,MANDATORY,2013021
10125,10125,1539,1542,7,5,MANDATORY,7005228
12137,12137,1672,1542,8,1,MANDATORY,1770331
25681,25681,715,2354,7,3,MANDATORY,2989578
14049,14049,2157,84,7,5,MANDATORY,4047886
9027,9027,1393,2059,7,0,MANDATORY,5484361
25086,25086,717,2354,8,2,MANDATORY,825754
9899,9899,2304,1542,7,3,MANDATORY,6519923
24919,24919,775,2354,7,5,MANDATORY,2990044
12593,12593,837,1542,8,3,MANDATORY,3704614
28840,28840,235,1813,8,0,MANDATORY,5314140
13110,13110,8,84,7,1,MANDATORY,4189605
11345,11345,2424,2583,7,1,MANDATORY,1927807
20044,20044,2518,379,7,1,MANDATORY,4048085
6554,6554,1884,2605,8,4,MANDATORY,442375
25781,25781,2717,2354,8,2,MANDATORY,3900389
13847,13847,150,84,7,1,MANDATORY,1690315
7707,7707,1644,2431,7,3,MANDATORY,5051812
24500,24500,717,416,7,3,MANDATORY,825136
19525,19525,1116,2354,7,0,MANDATORY,5486164
14961,14961,1431,84,8,0,MANDATORY,3900160
27414,27414,2355,282,7,5,MANDATORY,3396421
13260,13260,279,1375,8,5,MANDATORY,3982991
4643,4643,2355,181,7,3,MANDATORY,5481103
26068,26068,2355,1288,8,1,MANDATORY,87417
8561,8561,1909,2422,7,1,MANDATORY,7004971
27551,27551,2355,356,7,0,MANDATORY,5868136
27040,27040,2355,1567,7,3,MANDATORY,1421196
20561,20561,943,2354,7,2,MANDATORY,3900273
12052,12052,1423,1542,7,0,MANDATORY,3320560
16922,16922,893,2517,7,1,MANDATORY,2556638
7217,7217,135,10,7,0,MANDATORY,1531433
15544,15544,343,84,7,5,MANDATORY,2988975
217,217,2355,243,7,4,MANDATORY,7187229
11943,11943,1566,1542,8,3,MANDATORY,3704565
23747,23747,2355,669,8,0,MANDATORY,823349
9142,9142,1322,2059,8,4,MANDATORY,2318646
2505,2505,2424,2004,8,4,MANDATORY,3979723
17681,17681,243,637,8,5,MANDATORY,398157
18369,18369,2288,2354,7,3,MANDATORY,2937273
28165,28165,2355,119,7,4,MANDATORY,4632009
16978,16978,674,1346,8,5,MANDATORY,7006162
7831,7831,1018,2431,8,1,MANDATORY,7605834
18442,18442,260,638,8,1,MANDATORY,442841
10394,10394,2305,1542,7,0,MANDATORY,7321780
13457,13457,282,84,8,5,MANDATORY,3704777
2109,2109,2424,2567,8,2,MANDATORY,937755
26037,26037,2355,2313,8,3,MANDATORY,670136
15003,15003,1398,84,7,2,MANDATORY,4277774
9082,9082,2105,2059,8,5,MANDATORY,7004924
6575,6575,1884,1788,7,0,MANDATORY,626849
25112,25112,1097,2340,8,1,MANDATORY,2990139
1175,1175,2424,632,7,5,MANDATORY,6235956
16750,16750,598,2354,8,3,MANDATORY,461227
7216,7216,86,84,7,3,MANDATORY,6743680
12920,12920,1969,84,7,5,MANDATORY,3054812
15435,15435,1503,84,7,5,MANDATORY,4047903
10662,10662,1748,1542,7,1,MANDATORY,6046002
11116,11116,2424,552,8,4,MANDATORY,6743811
15019,15019,1500,84,7,5,MANDATORY,4615046
24147,24147,1487,2354,7,2,MANDATORY,7324365
25178,25178,1359,2354,8,3,MANDATORY,5933945
23787,23787,2437,2102,8,2,MANDATORY,2338690
14821,14821,1501,488,8,0,MANDATORY,7733375
9458,9458,518,2059,7,0,MANDATORY,1632215
9855,9855,403,1542,8,5,MANDATORY,5086613
13735,13735,2084,862,7,0,MANDATORY,2013208
14260,14260,2224,2639,8,2,MANDATORY,7005861
784,784,2424,880,8,1,MANDATORY,6116785
23233,23233,1487,2354,7,0,MANDATORY,4067230
23917,23917,780,1555,7,2,MANDATORY,7805067
18900,18900,2250,2354,7,2,MANDATORY,398216
20825,20825,1083,1047,7,4,MANDATORY,888074
23559,23559,1355,2354,7,5,MANDATORY,4067423
11786,11786,1388,1542,7,2,MANDATORY,4762768
25767,25767,1281,1495,7,1,MANDATORY,7489904
2536,2536,2424,867,8,4,MANDATORY,1039201
21453,21453,1701,2354,8,2,MANDATORY,1883064
21533,21533,220,2354,7,3,MANDATORY,5261672
2664,2664,2424,417,7,5,MANDATORY,3319667
18114,18114,474,2162,7,0,MANDATORY,2281849
